Data,Kadar Air ,Tak Larut,Kalsium,Magnesium,Sulfat ,NaCl (wb),NaCl (db),Grade
67,8.22147651006712,1.31717586937006,0.643124248544071,0.612076871028151,0.842364694071252,83.0341681015023,90.4723294122402,K4
68,9.43396226415094,0.263267230221001,0.381691708347316,0.889117155914924,1.2740389518482,84.9452357852127,93.7936978461723,K1
69,9.43396226415094,0.263267230221001,0.381691708347316,0.889117155914924,1.2740389518482,84.9452357852127,93.7936978461723,K1
70,10.1145038167939,0.319112563157695,0.249093192202067,0.475541548749401,1.12153219911587,84.0336491822071,93.4896649075935,K1
71,8.31758034026466,0.563296946242921,0.3864075314788,0.637572426940021,1.27581540341606,86.3826042316614,94.2193765743276,K1
72,11.2403100775194,0.524117386321435,0.503795102497176,1.167888646698,1.01889115515498,79.7661846731315,89.8675792387245,K1
73,10.246679316888,0.297560761148037,0.226661738592193,0.897580484825084,1.28891547217179,85.2333842416987,94.9640454447679,K1
74,8.14393939393941,0.405533969715867,0.310108156678085,0.611356080308225,1.16153316529511,87.4926072182014,95.2496837344543,K1
75,8.14393939393941,0.405533969715867,0.310108156678085,0.611356080308225,1.16153316529511,87.4926072182014,95.2496837344543,K1
76,8.57142857142858,0.285410487436342,0.356063573787006,0.974724033241928,1.43867438895573,85.8776951164315,93.9287290335969,K1
77,9.35672514619882,0.256093977093483,0.224523821331517,0.78134289823368,1.25043326191989,86.2973636618976,95.2054786205451,K1
78,11.2403100775194,0.524117386321435,0.503795102497176,1.167888646698,1.01889115515498,79.7661846731315,89.8675792387245,K1
79,4.24710424710424,0.545480320180176,0.254727303959073,0.101890921583629,1.48472780215138,93.346420266252,97.4867856812874,K1
80,9.10852713178294,0.46614734813731,0.268658480919973,0.362688949241963,1.66956931074701,86.4854021147398,95.15238271046,K1
81,6.55737704918033,0.233906213795473,0.21761439561735,0.731184369274297,0.973081538710186,86.9739856374104,93.0774232260006,K1
82,7.34375000000001,0.082161548395351,0.241597556289694,0.711614620344188,0.802739747140666,87.9901638193565,94.9640891136395,K1
83,10.246679316888,0.297560761148037,0.226661738592193,0.897580484825084,1.28891547217179,85.2333842416987,94.9640454447679,K1
84,6.28571428571429,0.338801676239761,0.130123859800178,0.48145828126066,1.18809581669017,91.4611797901396,97.5957711175271,K1
85,10.1145038167939,0.319112563157695,0.249093192202067,0.475541548749401,1.12153219911587,84.0336491822071,93.4896649075935,K1
86,7.85854616895873,0.311640367016463,0.336664813254687,0.706996107834842,1.88372084891221,86.0038233506134,93.3389042333949,K1
87,8.31758034026466,0.563296946242921,0.3864075314788,0.637572426940021,1.27581540341606,86.3826042316614,94.2193765743276,K1
88,10.246679316888,0.297560761148037,0.226661738592193,0.897580484825084,1.28891547217179,85.2333842416987,94.9640454447679,K1
89,3.42857142857142,0.178272846951842,0.321218583256749,0.454294853463116,1.23494887402377,93.0434936452902,96.3468129463064,K1
90,9.35672514619882,0.256093977093483,0.224523821331517,0.78134289823368,1.25043326191989,86.2973636618976,95.2054786205451,K1
91,9.13884007029878,0.498887696302115,0.223937957971772,0.91366686852483,1.26210931562258,84.1988852029535,92.6676318771384,K1
92,8.14393939393941,0.405533969715867,0.310108156678085,0.611356080308225,1.16153316529511,87.4926072182014,95.2496837344543,K1
93,4.98084291187739,0.439901746615794,0.326728525139613,0.616116647406127,1.20465293700226,88.1304992475973,92.7502431597698,K2
94,6.06653620352252,0.35451213614545,0.173258647311716,0.376837557902983,1.88344016483615,91.3523942505513,97.2522363792327,K2
95,6.06653620352252,0.35451213614545,0.173258647311716,0.376837557902983,1.88344016483615,91.3523942505513,97.2522363792327,K2
96,3.46820809248556,0.451884584559977,0.550621442164309,0.289076257136262,1.38600541265311,89.8870453122986,93.1165199941776,K2
97,4.97131931166349,0.135330151677555,0.372756994661489,0.391394844394563,1.62093541012421,86.914603100288,91.4614435039248,K2
98,4.98084291187739,0.439901746615794,0.326728525139613,0.616116647406127,1.20465293700226,88.1304992475973,92.7502431597698,K2
99,3.46820809248556,0.451884584559977,0.550621442164309,0.289076257136262,1.38600541265311,89.8870453122986,93.1165199941776,K2
100,8.59375000000001,0.210787947324991,0.311525238089115,0.534043265295625,1.2194702440456,85.2371824014933,93.2509345930867,K2
101,7.00757575757576,0.516236702313483,0.349655648466276,0.668716427691752,1.24181785675912,86.5922536148732,93.1175354555052,K2
102,13.3333333333333,0.00878606530043343,0.234551078911923,0.351826618367884,0.884286022368523,86.3429370861913,99.6264658686823,K2
103,3.89863547758285,0.602439741034861,0.369131191398464,0.110739357419539,1.044799263063,90.2980063700834,93.9612114966588,K2
104,2.67686424474188,0.575678771245645,0.387269767357058,0.0273366894604982,1.12006125532837,94.1528861494917,96.7425529591044,K2
105,13.3333333333333,0.00878606530043343,0.234551078911923,0.351826618367884,0.884286022368523,86.3429370861913,99.6264658686823,K2
106,2.67686424474188,0.575678771245645,0.387269767357058,0.0273366894604982,1.12006125532837,94.1528861494917,96.7425529591044,K2
107,6.06653620352252,0.35451213614545,0.173258647311716,0.376837557902983,1.88344016483615,91.3523942505513,97.2522363792327,K2
108,6.06653620352252,0.35451213614545,0.173258647311716,0.376837557902983,1.88344016483615,91.3523942505513,97.2522363792327,K2
109,7.98816568047337,0.136238149078894,0.287317316545629,0.716083158159875,0.84620368674041,87.6112216671325,95.2173405900025,K2
110,7.38461538461539,0,0.285391354652145,0.553220164402619,0.781951566206363,87.6808475207075,94.6720114426244,K2
111,6.45724258289703,0.138172016173314,0.217295939312075,0.6910010870124,0.879850831985433,89.0910389596625,95.2409800818781,K2
112,8.51851851851852,0.0127788892749178,0.222191643857788,0.653243432941898,0.844426901495571,86.8535503298032,94.941127890878,K2
113,12.6459143968872,0.230391265513445,0.279436095930495,0.377238729506168,0.819552009086894,85.8275001464573,98.2524166487284,K2
114,13.3333333333333,0.00878606530043343,0.234551078911923,0.351826618367884,0.884286022368523,86.3429370861913,99.6264658686823,K2
115,11.3243761996161,0.529716665501503,0.275166074724644,0.797981616701468,1.3229520406122,84.5320558393532,95.327275091565,K2
116,7.75193798449613,0.589051904081816,0.264515158186079,0.846448506195451,1.0886023679339,85.2004987712474,92.3602045503438,K2
117,9.2156862745098,0.197343847685704,0.366051958818484,0.878524701164362,1.33975400621139,84.4739585922233,93.0490688596844,K2
118,6.4030131826742,0.440594682877779,0.47379604777643,0.54012749446513,1.29178324474236,87.6379749562064,93.6333293797698,K2
119,5.87121212121213,0.211921535102875,0.541328286468315,0.903782878277535,1.11527611463004,88.1819848168986,93.6822695841498,K2
120,1.16959064327485,0.639230524756691,0.538205073980463,0.0672756342475578,1.2844246763832,93.9778402314275,95.0900040211486,K3
121,10.337972166998,0.677657105504615,0.20426409248007,0.844291582250955,1.28143606966804,82.67429441017,92.2065855616751,K3
122,7.6923076923077,0.654811235035097,0.431921637612919,0.777458947703254,1.41620051555485,84.2949157270037,91.3194920375874,K3
123,5.99613152804641,1.13384210095329,0.565581042734878,0.0848371564102317,1.50145567734788,86.0668877075384,91.5567509152209,K3
124,6.76410322529431,0.581724589683597,0.419293820930369,0.521055144330335,1.36042955026144,86.5305112879808,92.8353168538057,K3
125,0.75,0.0327534900441373,0.127465763124005,0.0672756342475578,0.934623977569355,79.9100601620765,90.4875295447409,K3
126,11.1753371868979,0.257478470162084,0.504036454880065,0.769801131089553,0.934623977569355,83.2227399633553,93.693279915361,K3
127,11.3673805601318,0.198741959445577,0.340358843312895,0.884932992613527,1.02472053163206,80.2014677019285,90.4875295447409,K3
128,7.6923076923077,0.654811235035097,0.431921637612919,0.777458947703254,1.41620051555485,84.2949157270037,91.3194920375874,K3
129,8.03059273422564,0.296823034745873,0.221097169173113,0.41124073466199,0.933233167930782,88.264018186619,95.9710634336835,K4
130,10.2912621359223,0.718732631461097,0.725991403059534,0.612555246331482,1.28781978298878,83.8629029318294,93.4835389824505,K4
131,5.62015503875969,1.49282082351083,0.704948414501954,0.380672143831055,1.58260061985324,87.2064516738748,92.3994436626682,K4
132,0.6479,1.25928691655402,0.601844390886769,0.160491837569805,1.72293281174466,89.6856999263875,90.2705629034389,K4
133,7.73694390715668,0.478860475746585,0.503924933975557,0.993452012694669,1.95362765691868,85.4406386399564,92.6054720688836,K4
134,5.44747081712061,0.728397724730771,0.408564892896675,0.374159428231691,1.36102781773925,90.297643113406,95.4999764615034,K4
135,5.1526717557252,1.15968438362296,0.537416236872645,0.266371526102094,1.42065299749046,87.5794891297677,92.3373285794734,K4
136,5.73012939001849,0.139055938048182,0.282087783666765,0.535966788966854,1.3991556007584,92.572317787139,98.1992625938083,K1
137,9.28030303030304,0.279241390889975,0.317702616789595,0.102642383885869,1.39791120964795,84.6480787167489,93.3072767483161,K1
138,3.88349514563107,0.128980394979963,0.260809494602396,0.139049024521062,0.822037280636373,93.5971985191851,97.3789035098592,K1
139,7.33590733590733,0.136586887658785,0.249700319495109,0.0262250344109823,0.449450230444544,89.7627769471731,96.8689967888243,K1
140,7.3558648111332,0.450122578916426,0.360644496302194,0.104914762560638,0.61341630771696,89.5568776660815,96.667616879912,K1
141,5.42635658914729,0.283160923792517,0.374710608261587,0.0835069355554393,0.761921730374979,92.1195896920625,97.4051399202956,K1
142,5.5984555984556,0.182573344291734,0.632801504167654,0.0450468867373584,0.960342741534378,90.6968267107402,96.0755751250786,K1
143,5.47945205479453,0.153590170229105,0.299959070859631,0.12855388751127,0.527283742825966,91.1309061938436,96.4138572775447,K1
144,5.47945205479453,0.221759639745566,0.25707744182573,0.051415488365146,0.50850103426104,91.5751866872229,96.8838931618445,K1
145,5.95238095238095,0.223556182988134,0.764334429800764,0.0258366567819977,1.15336495211495,90.2088280428236,95.9182475392048,K1
146,5.99613152804641,0.13257931762645,0.215414293925619,0.0387745729066115,0.332263448260096,91.6344477472714,97.4794433854719,K1
147,8.33333333333333,0.108179229587919,0.242988577213583,0.079523534360809,0.361372689170952,88.9009849358523,96.9828926572934,K1
148,5.50098231827113,0.380615781961531,0.185517884532713,0.306104509478977,0.410079183296906,89.8278207571535,95.0568830881313,K1
149,7.82778864970647,0.136338102501464,0.361392964936363,0.182598550704689,0.582908392031631,89.4909974641753,97.0910821745086,K1
150,5.58766859344894,0.175489090894555,0.334189361537391,0.194943794230145,0.555470933186553,88.8810292371381,94.141335049132,K1
151,7.90441176470589,0.433720683879582,0.218878268103848,0.182715771634517,0.370245996867439,88.7102371322148,96.3240898202094,K1
152,5.53359683794465,0.366473011809019,0.259567201082449,0.139053857722741,0.49292713488046,89.7987786196409,95.058958120373,K1
153,11.7063492063492,0.0821346208418098,0.327515707873614,0.416838173657326,0.944132561806645,83.9734349558871,95.1069915006002,K1
154,8.58283433133732,0.1755715574077,0.454091892025265,0.139550191207764,1.00248152519816,87.8513690296572,96.0994233272014,K1
155,5.95903165735569,0.298736070480917,0.29067771366275,0.277758704166627,0.756552785505882,91.2878710172023,97.0724489826488,K1
156,10.236220472441,0.567082433837051,0.281873166556625,0.358542667860026,1.04162029070738,87.2478486569921,97.1971647319122,K1
157,7.80669144981413,0.391775904182808,0.24150878190598,0.210771300572491,0.624200670845309,89.7485027051726,97.3481743052074,K1
158,8.82352941176472,0.131695960191449,0.24414899434187,0.306296011083436,0.929171219252919,85.920375307587,94.2352503373535,K1
159,7.89980732177264,0.209850586382496,0.402532938244517,0.0994493141545277,0.700660379558708,90.2760111530191,98.0193510217927,K1
160,7.16911764705883,0.17153275915841,0.258494998801898,0.169196726488515,0.698470048295525,89.5940499313869,96.5131943815336,K1
161,6.4030131826742,0.440594682877779,0.47379604777643,0.54012749446513,1.29178324474236,87.6379749562064,93.6333293797698,K2
162,5.87121212121213,0.211921535102875,0.541328286468315,0.903782878277535,1.11527611463004,88.1819848168986,93.6822695841498,K2
163,5.67514677103718,0.364020174034027,0.517139479500999,0.451321727564508,1.83871423549961,85.7645325778026,90.9246393096621,K2
164,7.98479087452471,0.323445393102097,0.361451255963168,1.05543766741245,1.24,79.2994272541565,86.1807825117486,K2
165,2.67686424474188,0.575678771245645,0.387269767357058,0.0273366894604982,1.12006125532837,94.1528861494917,96.7425529591044,K2
166,3.89863547758285,0.602439741034861,0.369131191398464,0.110739357419539,1.044799263063,90.2980063700834,93.9612114966588,K2
167,5.87121212121213,0.432821677468883,0.281073413045576,0.557822619736604,1.11628167939276,91.0383796791027,96.7168299206564,K2
168,7.60233918128654,0.417828967876526,0.264187679821331,0.581212895606929,1.28485638714847,87.1030056527514,94.2697086494967,K2
169,7.00757575757576,0.516236702313483,0.349655648466276,0.668716427691752,1.24181785675912,86.5922536148732,93.1175354555052,K2
170,8.49056603773585,0.181190543731446,0.242135248746215,0.813574435787281,1.2767642477461,85.0347647977328,92.9245883356668,K2
171,5.05952380952381,0.14505175710424,0.326782392031707,0.0980347176095122,1.13031565376549,88.8524884400823,93.587574030933,K2
172,4.08560311284047,0.179520651871873,0.231179821320097,0.249674207025705,1.25717103166161,93.479941297618,97.4618454908228,K2
173,3.40909090909092,0.237407328279026,0.298067763426296,0.467737105684341,1.8794292912464,91.7558251284935,94.9942660153815,K2
174,4.97131931166349,0.135330151677555,0.372756994661489,0.391394844394563,1.62093541012421,86.914603100288,91.4614435039248,K2
175,4.66019417475729,0.155185102230186,0.182927089951488,0.165678684630556,1.12014868059428,93.8584169599718,98.4462010883615,K2
176,6.05468750000001,0.129986741352382,0.252374024771119,0.232805015747446,0.848524667781184,90.3026321295228,96.1225522875586,K2
177,5.16252390057362,0.205967869012434,0.170816666879098,0.345903750430173,1.0171011325459,90.553718692524,95.483054185867,K2
178,5.35714285714287,0.201176663507033,0.470730622633219,0.0256762157799937,0.807038060566106,94.4822502760879,99.830302178508,K2
179,5.65302144249513,0.671685651115278,0.576041430386451,0.401370803107979,0.869893256278376,88.9521842662754,94.2819639020646,K2
180,4.90196078431373,0.219264056285103,0.221189104064233,0.392610659714014,0.669984783042761,89.5893046899083,94.2073100862953,K2
181,5.28375733855187,0.424371688031839,0.5830096318719,0.510827486973474,0.875561671126719,87.2768096584837,92.1455573047215,K2
182,5.97609561752988,0.342071381160683,0.38227468633315,0.469918151004653,0.909281301925391,89.7243373897495,95.4271554441827,K2
183,7.07635009310987,0.570057784764237,0.716333856846165,0.328005502871665,0.976701800548272,86.3621434578579,92.9388197131657,K2
184,7.81818181818181,0.281275676151141,0.427925885105386,0.0855851770210773,0.830545539897006,88.8696157570034,96.4068809987216,K2
185,10.5162523900574,0.126932218195484,0.577921997686854,0.329121680038615,1.00399345416214,85.4382557244032,95.4790763757754,K2
186,12.3411978221416,0.0421869220541632,0.460066826032644,0.498072346444036,1.06220581462397,84.580176364399,96.487944465391,K2
187,6.12244897959184,0.157356569586794,0.326873469986415,0.448283615981369,0.976535079796237,87.8373339664173,93.5658557468358,K2
188,9.9047619047619,0.628242776805125,0.315794627648936,0.920315772005471,1.26901395304268,83.2236465642107,92.3729692308893,K3
189,1.16959064327485,0.639230524756691,0.538205073980463,0.0672756342475578,1.2844246763832,93.9778402314275,95.0900040211486,K3
190,1.16959064327485,0.639230524756691,0.538205073980463,0.0672756342475578,1.2844246763832,93.9778402314275,95.0900040211486,K3
191,4.22264875239923,0.482097242931439,0.127465763124005,0.305917831497611,1.12946957767436,89.8335758603923,93.7941743953194,K3
192,11.71875,0.0939423194158787,0.460970061727232,1.00952443518264,1.22539177935898,79.9100601620765,90.5175902720867,K3
193,11.71875,0.0939423194158787,0.460970061727232,1.00952443518264,1.22539177935898,79.9100601620765,90.5175902720867,K3
194,11.1753371868979,0.257478470162084,0.504036454880065,0.769801131089553,0.934623977569355,83.2227399633553,93.693279915361,K3
195,11.3673805601318,0.198741959445577,0.340358843312895,0.884932992613527,1.02472053163206,80.2014677019285,90.4875295447409,K3
196,7.6923076923077,0.654811235035097,0.431921637612919,0.777458947703254,1.41620051555485,84.2949157270037,91.3194920375874,K3
197,2.79329608938548,0.0327534900441373,0.341825470926522,0.177749244881792,1.42274429677674,90.1957326343193,92.7875640318572,K4
198,5.12275719516326,0.84273199230065,0.509977146794875,0.378526786496714,1.43028097228988,88.1657833332899,92.9436252166056,K4
199,0.6479,0.0327534900441373,0.221097169173113,0.160491837569805,0.842364694071252,83.0341681015023,90.2705629034389,K4
200,10.2912621359223,1.49282082351083,0.725991403059534,0.993452012694669,1.95362765691868,91.9549891839303,95.9710634336835,K4
201,3.40909090909092,0.237407328279026,0.298067763426296,0.467737105684341,1.8794292912464,91.7558251284935,94.9942660153815,K4
202,5.44747081712061,0.728397724730771,0.408564892896675,0.374159428231691,1.36102781773925,90.297643113406,95.4999764615034,K4
203,5.93869731800766,0.261604976485507,0.282579470260308,0.720577649163786,1.59601752530868,88.6672353706408,94.2653703940418,K4
204,5.40540540540539,0.234048804472311,0.253610978463485,0.248999869764149,0.563089264335239,90.8504917544866,96.0419484261715,K1
205,8.79541108986617,1.06191576641052,0.430506754906759,0.229603602616938,0.568793554122548,86.1765133136889,94.4870366101873,K1
206,7.38738738738739,0.378652325593019,0.141329857503443,0.169595829004131,0.23766682647464,85.7272613724647,92.565428135638,K1
207,8.10810810810811,0.248875064717512,0.213633572828807,0.156664620074458,0.36843335763094,87.9636665656241,95.7251665567085,K1
208,8.09792843691148,0.433103757030191,0.403412000248237,0.113904564775973,0.715169164537358,88.2319204422575,96.0064544156532,K1
209,5.19713261648746,0.379421671814247,0.230089396423383,0.303718003278866,0.683887919823241,91.1792183640889,96.1777010343319,K1
210,5.03,0.568277252113543,0.206768521508243,0.082707408603297,0.238306954675362,91.5720738032585,96.4221057210261,K1
211,5.8027079303675,0.0531824497915689,0.0930703865713929,0.228953150965627,0.47784811061631,90.1114381736427,95.6624507921422,K1
212,8.05243445692883,0.0395891525721953,0.123958800832281,0.143029385575709,0.348156609488185,89.8605510826034,97.7302123790432,K1
213,10.873786407767,0.00879711454642869,0.216405367577686,0.407235555350737,0.943598566772495,83.9695831336122,94.2142381564494,K1
214,10.8949416342412,0.00479817669285685,0.118061178998447,0.80871907613936,1.09845266108922,82.8562974404127,92.9871984374937,K1
215,7.56069395344278,0.30720822064765,0.307949496843145,0.503562808741607,1.08958142710718,87.4639221891353,94.5892667107496,K1
216,1.16959064327485,0.00479817669285685,0.0930703865713929,0.0258366567819977,0.23766682647464,79.7661846731315,89.8675792387245,K1
217,11.71875,1.06191576641052,0.764334429800764,1.17863212830418,1.88372084891221,93.9778402314275,98.1992625938083,K1
218,8.14393939393941,0.405533969715867,0.310108156678085,0.611356080308225,1.16153316529511,87.4926072182014,95.2496837344543,K1
219,8.14393939393941,0.405533969715867,0.310108156678085,0.611356080308225,1.16153316529511,87.4926072182014,95.2496837344543,K1
220,8.57142857142858,0.285410487436342,0.356063573787006,0.974724033241928,1.43867438895573,85.8776951164315,93.9287290335969,K1
221,9.35672514619882,0.256093977093483,0.224523821331517,0.78134289823368,1.25043326191989,86.2973636618976,95.2054786205451,K1
222,10.246679316888,0.297560761148037,0.226661738592193,0.897580484825084,1.28891547217179,85.2333842416987,94.9640454447679,K1
223,6.56370656370656,0.406473195550777,0.239500169136741,0.561736760338903,1.76759731258713,87.4010285277026,93.5407702011363,K1
224,6.56370656370656,0.406473195550777,0.239500169136741,0.561736760338903,1.76759731258713,87.4010285277026,93.5407702011363,K1
225,9.43396226415094,0.263267230221001,0.381691708347316,0.889117155914924,1.2740389518482,84.9452357852127,93.7936978461723,K1
226,10.1145038167939,0.319112563157695,0.249093192202067,0.475541548749401,1.12153219911587,84.0336491822071,93.4896649075935,K1
227,3.23809523809524,0.483501196260711,0.366320635001716,0.329688571501545,1.41725219522996,91.9549891839303,95.0322230739437,K1
