R,G,B,SPAD,Nitorgen,Category,Normalized R,Normalized G,Normalized B,SR B/R,NDVI (cam),Excess NIRB
157.13421668,185.02058279,207.4680715,53.3999951806347,3.05005984144288,Normal,0.28589461061306,0.336631884447361,0.377473504939579,50.33385482,0.138051395868231,72.78134353
158.29817281,188.67652415,215.22886189,62.7838795766333,3.35878963807123,High,0.281567361711126,0.335601796146474,0.3828308421424,56.93068908,0.152413838333614,83.48302682
149.69154923,181.84378268,215.02793686,64.5572435365444,3.41713331235231,High,0.273877806620393,0.33270399434127,0.393418199038337,65.33638763,0.179141477551537,98.52054181
126.35002304,155.63648552,181.05404952,55.9840418690561,3.13507497749195,Normal,0.272870315213663,0.336118473434266,0.391011211352072,54.70402648,0.177954787730806,80.12159048
155.28541807,185.25158166,211.92797983,60.2584077152261,3.27570161383094,Normal,0.281077396423705,0.335318234664467,0.383604368911829,56.64256176,0.154249714427427,83.31895993
146.48991468,174.96879608,198.37486834,53.4347638091822,3.0512037293221,Normal,0.281801562210778,0.336586175104208,0.381612262685014,51.88495366,0.150450136443741,75.29102592
128.42147205,157.46669734,181.66584035,56.2453249150213,3.1436711897042,Normal,0.274666604017391,0.336788251324301,0.388545144658307,53.2443683,0.171707664811893,77.44351131
145.97351931,175.14192658,199.05558112,54.3487807705958,3.0812748873526,Normal,0.280626009005292,0.336700657064149,0.38267333393056,53.08206181,0.153848071782483,76.99571635
133.99311547,164.18739216,191.1730882,64.5972025575451,3.41844796414324,High,0.273816554352139,0.335518924473252,0.390664521174609,57.17997273,0.175848449453345,84.16566877
142.55523963,172.39061068,197.3015512,57.9735890834566,3.20053108084572,Normal,0.278293729181986,0.336537794377927,0.385168476440087,54.74631157,0.161086413592909,79.65725209
156.0328524,185.33782655,212.71076339,57.4183592015849,3.18226401773214,Normal,0.281606349674952,0.334495639787682,0.383898010537366,56.67791099,0.153705470584413,84.05084783
141.27276969,170.83426089,195.88196088,58.7013627374832,3.2244748340632,Normal,0.2781020298963,0.336295202773999,0.385602767329701,54.60919119,0.161970710295765,79.65689118
137.97468384,168.10561803,193.62407103,56.5726470641991,3.15444008841215,Normal,0.2761126204265,0.336410139968179,0.387477239605321,55.64938719,0.167821460040816,81.16784019
134.07651974,165.23133899,193.15674823,60.5666532664099,3.28584289246488,Normal,0.272256153731856,0.33551921631481,0.392224629953334,59.08022849,0.180544688675775,87.00563773
148.70731672,177.98677858,200.64853071,52.148240424332,3.00887710996052,Normal,0.28199373497484,0.337516388399494,0.380489876625667,51.94121399,0.148677099215886,74.60296612
149.10949804,178.04353086,201.57546962,53.7244370355494,3.06073397846957,Normal,0.282015246875065,0.336739047277334,0.381245705847602,52.46597158,0.149609981659857,75.99791034
153.17010866,184.69979708,213.31966016,57.9394411263267,3.19940761305615,Normal,0.277890072918741,0.335093057827421,0.387016869253838,60.1495515,0.164123412486154,88.76941458
151.51439424,181.69926696,207.83405305,61.2516287317152,3.30837858527343,High,0.280038876885432,0.335828545568983,0.384132577545586,56.31965881,0.156727152252168,82.4544449
155.58057275,185.33374147,212.27372288,54.2606870244017,3.07837660310281,Normal,0.281243559722669,0.335028469598841,0.38372797067849,56.69315013,0.154118494206804,83.63313154
135.70519933,165.30285422,190.45755883,53.7529641202408,3.06167251955592,Normal,0.276123488422366,0.33634673526698,0.387529776310654,54.7523595,0.167868213430857,79.90706411
148.69411863,181.15744669,211.93073233,61.9762445441737,3.33221844550331,High,0.274453630683332,0.334373137468273,0.391173231848396,63.2366137,0.175352900754513,94.00989934
170.58498358,195.81381232,216.78201811,54.0737076112699,3.07222498041078,Normal,0.292507880029597,0.335768611751076,0.371723508219327,46.19703453,0.119259085901618,67.16524032
146.59663092,176.0722143,200.41054909,54.7172274102489,3.09339678179719,Normal,0.280256940943692,0.33660705471348,0.383136004342828,53.81391817,0.155080128798629,78.15225296
149.56868898,180.32254492,207.9882476,63.5444743460357,3.38381320598457,High,0.278071006841335,0.33524711598429,0.386681877174376,58.41955862,0.163385331518884,86.0852613
152.29486828,183.94003842,215.21864709,58.6667332564826,3.22333552413828,Normal,0.276169891794723,0.333554906221615,0.390275201983661,62.92377881,0.171214870143348,94.20238748
160.56175049,191.89894952,222.58499117,62.3017772646078,3.3429284720056,High,0.279215639648609,0.333710785878982,0.38707357447241,62.02324068,0.161878554444393,92.70928233
142.84898418,170.49991775,191.71188276,50.4136497600439,2.95180907710544,Normal,0.282835231936843,0.337582966087242,0.379581801975915,48.86289858,0.146050848764578,70.07486359
132.65749021,161.4572262,185.05518651,56.5404033464245,3.15337927009736,Normal,0.276848544538382,0.336951935453584,0.386199520008034,52.3976963,0.164921641909108,75.99565661
