R,G,B,SPAD,Nitorgen,Category,Normalized R,Normalized G,Normalized B,SR B/R,NDVI (cam),Excess NIRB
147.8889084,175.62207787,198.53320189,52.7844601084866,3.02980873756921,Normal,0.283288104252726,0.336412284348953,0.380299611398321,50.64429349,0.146192439759703,73.55541751
137.25551618,167.31425415,194.22316933,52.5439302168428,3.02189530413413,Normal,0.27517533883611,0.33543829682924,0.38938636433465,56.96765315,0.171859174179938,83.87656833
144.5930038,176.56050509,205.57867685,64.9551377176037,3.43022403090916,High,0.274509528209033,0.335199765402511,0.390290706388456,60.98567305,0.174159352169189,90.00384481
150.20457888,180.17060107,206.99388554,61.0510003353629,3.30177791103344,High,0.279518469756044,0.335282792852453,0.385198737391503,56.78930666,0.158985304576299,83.61259113
156.7159371,184.93873826,207.97449378,54.3365890364717,3.08087377929992,Normal,0.28513031312587,0.336479118365155,0.378390568508975,51.25855668,0.140553610239547,74.2943122
142.34737144,169.86030896,191.38292931,50.3039041168828,2.94819844544544,Normal,0.282664864465945,0.337298404070355,0.3800367314637,49.03555787,0.146931692327012,70.55817822
128.88458074,157.68114752,180.99208114,54.7034770459194,3.09294439481075,Normal,0.275654856252734,0.337244174623768,0.387100969123499,52.1075004,0.168155614184907,75.41843402
156.36144914,186.42025081,214.08848119,50.5079209537077,2.95491059937698,Normal,0.280786176806781,0.3347642899973,0.384449533195919,57.72703205,0.155829512502746,85.39526243
136.51363488,167.02016413,192.76243484,56.9103480017061,3.16555044925613,Normal,0.275064821308436,0.336533208874762,0.388401969816802,56.24879996,0.170825654010725,81.99107067
144.44477592,175.41510805,203.74780763,51.9411569977816,3.00206406522701,Normal,0.275864503591643,0.335012473773982,0.389123022634376,59.30303171,0.170316757196192,87.63573129
147.77658067,175.01636881,195.8576148,49.2243216506998,2.91268018230802,Normal,0.284925132348301,0.337445634620992,0.377629233030707,48.08103413,0.139919236105819,68.92228012
144.83325244,174.36566595,200.05297095,55.5136704719263,3.11959975852637,Normal,0.278926770250353,0.335801697653193,0.385271532096454,55.21971851,0.160109957328035,80.90702351
150.54353612,183.18198669,216.21763308,59.4557741387395,3.24929496916453,Normal,0.273743812442521,0.333092583711761,0.393163603845718,65.67409696,0.179065022350245,98.70974335
144.81145542,175.726913,205.25588581,62.1684021654593,3.33854043124361,High,0.275414678374661,0.334212311348559,0.390373010276781,60.44443039,0.172665151160979,89.9734032
144.01955209,172.24872911,194.95025153,54.2145809943138,3.07685971471292,Normal,0.281718175045238,0.336937567951929,0.381344257002832,50.93069944,0.150251435072062,73.63222186
147.66214116,176.61915507,199.24111821,51.9137242069554,3.00116152640883,Normal,0.282055050723952,0.337366940169936,0.380578009106112,51.57897705,0.148684036995418,74.20094019
152.9416356,183.47351079,209.93439411,55.9846221208474,3.13509406777588,Normal,0.279933676634986,0.335817086296241,0.384249237068774,56.99275851,0.157058482357038,83.45364183
165.41116885,193.01243176,216.63717687,44.2817307481107,2.75006894161284,Normal,0.287641194335764,0.335638317406742,0.376720488257495,51.22600802,0.134082528020009,74.85075313
148.97158412,177.35030664,200.0738657,51.2639625309757,2.9797843672691,Normal,0.283003011121956,0.336914392761592,0.380082596116451,51.10228158,0.146405809347617,73.82584064
161.33046696,192.3465404,221.90769566,60.8847025505749,3.29630671391391,Normal,0.280289705604623,0.334175907369999,0.385534387025378,60.5772287,0.158066796599444,90.13838396
144.09397124,173.21996681,197.80908462,48.3076893293758,2.88252297893646,Normal,0.279727297943563,0.336269122494587,0.38400357956185,53.71511338,0.157106268748867,78.30423119
145.80598183,174.71323043,197.21962448,52.3530768210634,3.01561622741298,Normal,0.2816207158576,0.337454365081247,0.380924919061153,51.41364265,0.149882812548799,73.9200367
143.07658274,172.28846491,195.94535715,49.9825175139853,2.93762482621011,Normal,0.279823335095175,0.336954740784888,0.383221924119937,52.86877441,0.155944994082548,76.52566665
154.4433697,184.7090763,213.49476189,41.0930676113374,2.645161924413,Subnormal,0.27946105127295,0.334226019172732,0.386312929554318,59.05139219,0.160492721792157,87.83707778
149.62222464,178.03917581,202.14263577,52.2626590243038,3.0126414818996,Normal,0.282410503527893,0.33604722432894,0.381542272143168,52.52041113,0.149305451001515,76.62387109
148.79654854,178.03690023,201.8477048,55.5136704719263,3.11959975852637,Normal,0.281448558427379,0.336756661416392,0.38179478015623,53.05115626,0.151296237581739,76.86196083
153.38002372,182.99373665,210.02481613,48.8609000946214,2.90072361311304,Normal,0.280710877218034,0.334908882490473,0.384380240291494,56.64479241,0.155872421603908,83.67587189
147.53915351,178.66708239,207.12747778,59.9574735286772,3.26580087909348,Normal,0.276635715548489,0.335000540575614,0.388363743875896,59.58832427,0.168012209249188,88.04871966
143.53788427,174.10180832,202.1255425,52.5398834777492,3.02176216641795,Normal,0.27615907063339,0.334962395647438,0.388878533719172,58.58765823,0.169493367514937,86.61139241
151.98560151,179.62232585,201.79915736,43.0482993264063,2.70948904783877,Normal,0.284933601115893,0.336745294532953,0.378321104351154,49.81355585,0.140801870632037,71.99038736
135.61330429,164.08957775,188.54994973,53.9365604418598,3.06771283853719,Normal,0.277752212513297,0.336075014977685,0.386172772509018,52.93664544,0.163302424884759,77.39701742
149.93603246,178.7898826,202.64126628,51.5469478451278,2.98909458410471,Normal,0.282170291514602,0.336471443624215,0.381358264861183,52.70523382,0.149485613533123,76.5566175
166.89316157,194.73685471,219.25490853,47.9855234175124,2.87192372043616,Normal,0.287308474435946,0.335241708628772,0.377449816935283,52.36174696,0.135600177793042,76.87980078
147.88228192,176.07526689,197.97864888,51.5088111653378,2.98783988733962,Normal,0.283334021618929,0.337350173583053,0.379315804798018,50.09636696,0.144845406054172,71.99974895
133.3712324,161.6317322,184.58507229,53.0691140330225,3.03917385168644,Normal,0.278095411355289,0.337022026754751,0.38488256188996,51.21383989,0.161071943328604,74.16717998
163.78845062,191.58649416,216.17112654,46.5523592297034,2.82477261865724,Normal,0.286570862505846,0.335207437814289,0.378221699679865,52.38267592,0.137863812544306,76.9673083
148.11743457,178.77589488,206.02128562,63.0276481556117,3.36680962431962,High,0.277938398350258,0.335468177874081,0.386593423775661,57.90385105,0.163506128386452,85.14924179
149.33385705,178.63364397,202.69476788,53.3969799196864,3.04996063935768,Normal,0.28141035419675,0.336623978072318,0.381965667730932,53.36091083,0.151581169970512,77.42203474
136.90351818,165.48731698,188.86152941,49.5072881032874,2.92198977859816,Normal,0.278682665069375,0.336868234975018,0.384449099955607,51.95801123,0.159495352906593,75.33222366
148.14069119,176.24560007,197.35238549,51.0691835712373,2.97337613949371,Normal,0.283936571681429,0.337804360542838,0.378259067775734,49.2116943,0.142439017224014,70.31847972
145.41089109,176.03993059,204.33605185,60.1354191064746,3.27165528860301,Normal,0.276558617969574,0.334812334526559,0.388629047503867,58.92516076,0.168479416187803,87.22128202
157.82164851,188.07237568,215.62488215,46.802161602385,2.83299111671847,Normal,0.281062038567298,0.334935072633373,0.384002888799329,57.80323364,0.15478315875058,85.35574011
155.44983503,183.10169657,203.48253646,53.0863713622038,3.0397416178165,Normal,0.286789787192477,0.337804775307466,0.375405437500057,48.03270143,0.133821034950419,68.41354132
165.21971901,196.81831406,227.36039168,60.2558772489518,3.27561836149052,Normal,0.280319240893933,0.333930845070519,0.385749914035548,62.14067267,0.15828787800987,92.68275029
148.11753407,177.54029086,202.13253453,51.4777842422167,2.98681910156893,Normal,0.280637058663868,0.336384110997494,0.382978830338638,54.01500046,0.154218386525678,78.60724413
142.01954931,170.72834063,193.91379117,54.1706030312082,3.07541283972675,Normal,0.280304500231519,0.336967145918686,0.382728353849795,51.89424186,0.154477795463382,75.0796924
160.20638254,191.41585718,220.68329395,61.1270687776235,3.30428056278381,High,0.279931562975901,0.334464452846569,0.385603984177531,60.47691141,0.158778027189686,89.74434818
146.80385731,174.7566548,196.60406008,51.4684590010678,2.98651230113513,Normal,0.283315118765337,0.337260909331178,0.379423971903485,49.80020277,0.14501763135951,71.64760805
152.34308456,178.18490243,197.98276275,52.1088270468371,3.00758040984094,Normal,0.288249736897395,0.337145275697151,0.374604987405455,45.63967819,0.130277792918928,65.43753851
146.70084448,175.6829086,200.35759659,51.0802254128408,2.97373941608246,Normal,0.280637536274126,0.336079991970994,0.383282471754881,53.65675211,0.154604371369195,78.3314401
161.47355734,188.57754784,208.58107106,54.9664084277767,3.10159483727385,Normal,0.289051659048418,0.337570150558215,0.373378190393368,47.10751372,0.127298809701903,67.11103694
142.10686295,170.50305814,192.94520494,51.5643314766336,2.98966650558124,Normal,0.281090736960636,0.337259082859902,0.381650180179462,50.83834199,0.1517326614641,73.28048879
175.25040869,201.62227137,223.77315126,42.4119217914618,2.68855222693909,Subnormal,0.291769957521995,0.335675802372436,0.372554240105568,48.52274257,0.12160370324018,70.67362246
164.01470588,191.35275658,213.63647551,42.6298118098435,2.69572080854385,Subnormal,0.288248806265111,0.336294257053259,0.375456936681629,49.62176963,0.131395774924786,71.90548856
123.13374924,150.42656655,173.61242202,49.6929469987621,2.92809795625927,Normal,0.275360590726169,0.336394761645588,0.388244647628243,50.47867278,0.170107242043477,73.66452825
143.30980321,171.22825162,192.56482604,50.1212430061631,2.94218889490277,Normal,0.282604987303826,0.337659788732093,0.379735223964081,49.25502283,0.14664704785826,70.59159725
142.78574582,171.92449776,196.07787549,48.125430976754,2.87652667913521,Normal,0.279540068551266,0.336586720288298,0.383873211160436,53.29212967,0.157267190452548,77.4455074
155.73637929,183.50611912,207.72817514,46.278456156953,2.81576120756375,Normal,0.284725282032445,0.335495352847697,0.379779365119858,51.99179585,0.143045023830551,76.21385187
154.95231743,181.18351243,200.50498641,44.5940520603634,2.76034431278596,Normal,0.288744934660428,0.337625292256639,0.373629773082933,45.55266898,0.128152294207758,64.87414296
141.59472319,169.79084869,191.5782952,50.6092600349144,2.95824465514868,Normal,0.281520666707214,0.337580609270673,0.380898724022114,49.98357201,0.150022868753109,71.77101852
158.24342343,183.8577467,204.69743466,48.2313960939428,2.88001293149072,Normal,0.289399830291765,0.336243993838666,0.374356175869569,46.45401123,0.127993336089156,67.29369919
150.60513421,179.96546123,205.88412069,50.418822152853,2.95197924882886,Normal,0.280741560623178,0.335471859634819,0.383786579742003,55.27898648,0.155064944371203,81.19764594
163.8416984,193.59132341,220.34221761,47.3962332414996,2.85253607364534,Normal,0.283573416134053,0.335063377939727,0.381363205926219,56.50051921,0.147066331659052,83.25141341
166.14358596,193.46031971,215.70766963,41.9331929146909,2.67280204689333,Subnormal,0.288788880830989,0.336270514997232,0.374940604171779,49.56408367,0.129799451866194,71.81143359
145.89226836,174.3027613,197.45645326,49.5675202784846,2.92397141716214,Normal,0.281834927888243,0.336718365640107,0.381446706471651,51.5641849,0.150180215195525,74.71787686
150.86904378,179.29722648,200.3540978,51.7601966856183,2.99611047095684,Normal,0.284379361968129,0.337964830899239,0.377655807132631,49.48505402,0.140893489527451,70.54192534
151.58706156,180.2114478,203.32598447,51.9590559484552,3.00265294070418,Normal,0.283274384386816,0.33676546276211,0.379960152851073,51.73892291,0.145779152073285,74.85345958
146.86089391,174.89852874,197.96744041,51.2839854387177,2.98044312093381,Normal,0.282573221336542,0.336520086166508,0.38090669249695,51.1065465,0.148208663307155,74.17545817
146.73932788,174.67585024,197.95993541,44.1460058505448,2.74560359248293,Normal,0.282530533437899,0.336319253059303,0.381150213502799,51.22060753,0.148595059476258,74.5046927000001
144.32774697,173.09829177,197.14958848,49.2725468517375,2.91426679142216,Normal,0.280479174168688,0.336390381925326,0.383130443905986,52.82184151,0.154686229586485,76.87313822
151.32699732,178.30866944,199.28936726,43.4827036190909,2.72378094906809,Normal,0.286102921183114,0.337115201533943,0.376781877282943,47.96236994,0.136794441974931,68.94306776
154.53179024,182.23136765,205.55291971,42.9349354285616,2.70575937559968,Normal,0.284947831389906,0.33602427657402,0.379027892036074,51.02112947,0.141692018739381,74.34268153
159.94460262,186.0832791,206.20660132,44.6068095949741,2.76076403567465,Normal,0.289631682794453,0.336964251264479,0.373404065941068,46.2619987,0.126346706503199,66.38532092
144.48276298,173.70817303,197.73210489,52.2738506632946,3.01300968682239,Normal,0.280047122392436,0.336693962585923,0.383258915021642,53.24934191,0.155602070247364,77.27327377
151.22694039,180.84138304,207.55623987,45.2550797199505,2.78209212278637,Normal,0.280244730642342,0.335124446400455,0.384630822957202,56.32929948,0.157000948146955,83.04415631
166.48164136,192.1202072,210.68142806,35.659737539832,2.46640536506047,Subnormal,0.2924407728055,0.337477342283219,0.370081884911281,44.1997867,0.117190123539853,62.76100756
149.48060766,177.84334599,201.61972993,45.9923675151613,2.80634889124881,Normal,0.28260212249494,0.336223593382039,0.381174284123021,52.13912227,0.148502056784935,75.91550621
157.10280828,184.79277765,208.48046904,39.9605024597052,2.6079005309243,Subnormal,0.285446299600667,0.335757298998178,0.378796401401155,51.37766076,0.140536134849047,75.06535215
138.11650851,165.3124735,186.04310174,43.8427751729693,2.73562730319069,Normal,0.282174434651811,0.337736265229855,0.380089300118334,47.92659323,0.14784875016674,68.65722147
144.62862965,173.17261442,196.12384374,48.766638131781,2.8976223945356,Normal,0.281419672011555,0.336960811074517,0.381619516913928,51.49521409,0.151122055190667,74.44644341
155.36176822,183.686818,206.1125448,45.3480915127646,2.78515221076995,Normal,0.284983208412744,0.336940415499397,0.378076376087859,50.75077658,0.140399399769222,73.17650338
166.47216833,194.02371713,214.63531143,46.7165487492518,2.83017445385038,Normal,0.289450770937469,0.337355577612857,0.373193651449673,48.1631431,0.126376798299342,68.7747374
156.28433854,186.37595361,214.49786186,50.4877869853651,2.95424819181851,Normal,0.280502649768624,0.334511758050399,0.384985592180977,58.21352332,0.157001936061654,86.33543157
154.20212091,181.00961348,201.57072349,44.3536013567638,2.75243348463753,Normal,0.287271162919546,0.337212237141448,0.375516599939005,47.36860258,0.133142827862216,67.92971259
133.82293358,161.13885352,182.45093369,48.5037030784888,2.88897183128228,Normal,0.280308688378802,0.337525261692556,0.382166049928642,48.62800011,0.153752823556828,69.94008028
137.37122042,164.48965128,184.94355083,50.7214694394691,2.96193634455853,Normal,0.282189754370061,0.337896789074185,0.379913456555754,47.57233041,0.147595874137276,68.02622996
148.97627633,177.24345227,201.37051623,51.1502499042561,2.97604322185002,Normal,0.282371173064436,0.335949070337931,0.381679756597633,52.3942399,0.149549649126664,76.52130386
161.40873174,189.33177029,211.84234576,30.5175597119076,2.29722771452176,Subnormal,0.28690659939965,0.33654024653214,0.37655315406821,50.43361402,0.135119808247573,72.94418949
149.00080252,176.73750404,198.32500868,46.4901252605646,2.82272512107258,Normal,0.284318322208384,0.337244563586866,0.37843711420475,49.32420616,0.142011346607344,70.9117108
157.10988108,184.49202003,205.61590518,43.3925543267316,2.72081503734947,Normal,0.287106668083712,0.337145498390869,0.375747833525419,48.5060241,0.133726428992371,69.62990925
153.64181939,182.39073642,206.20446518,48.6632674277959,2.89422149837449,Normal,0.283348081083592,0.33636717774636,0.380284741170048,52.56264579,0.146069719332548,76.37637455
151.13189797,178.95598302,200.525718,49.2556192130705,2.91370987211002,Normal,0.284824773163886,0.337262338094302,0.377912888741811,49.39382003,0.140459975234018,70.96355501
143.90901404,171.9300327,194.23092919,52.4602699561955,3.01914288155883,Normal,0.282135826123884,0.3370714623744,0.380792711501717,50.32191515,0.148819789431891,72.62281164
148.42972997,177.16632969,200.59383565,52.5057551924987,3.02063934583321,Normal,0.28208396111931,0.336696563862413,0.381219475018276,52.16410568,0.149457259676253,75.59161164
141.7418083,169.16860484,190.62849949,47.2266416478194,2.84695651021326,Normal,0.282613780766732,0.337299062106474,0.380087157126794,48.88669119,0.147085013444967,70.34658584
158.73296712,185.62089038,205.23841928,50.0038373639665,2.9383262492745,Normal,0.288819500976249,0.33774290182448,0.373437597199271,46.50545216,0.127772275232897,66.12298106
147.741722,175.95275642,198.49536956,43.4246113572363,2.72186971365308,Normal,0.282927219997694,0.336951698890054,0.380121081112252,50.75364756,0.146586396423691,73.2962607
159.65519658,187.21056921,210.65712004,45.3764266521953,2.78608443685723,Normal,0.28636527869581,0.335789927136882,0.377844794167308,51.00192346,0.137726781343695,74.44847429
149.52348507,176.62893747,198.69932468,47.1459923287425,2.84430314761563,Normal,0.284887086423902,0.336531103126848,0.378581810449251,49.17583961,0.14121946705704,71.24622682
157.02119111,184.17078935,207.0449031,40.556025736001,2.62749324671443,Subnormal,0.286411213507519,0.335932869299269,0.377655917193212,50.02371199,0.137402830929775,72.89782574
147.92383482,174.26578144,193.40730315,44.6658390790181,2.76270610569969,Normal,0.286898213025148,0.337988406989346,0.375113379985507,45.48346833,0.13325320567149,64.62499004
159.98171264,186.08986557,205.08929818,36.7803040025331,2.50327200168334,Subnormal,0.290263187198355,0.337632574338102,0.372104238463543,45.10758554,0.123558387828938,64.10701815
148.98606718,176.33544208,198.60389366,43.1595155188591,2.71314806057046,Normal,0.284365038132631,0.336565933045482,0.379069028821887,49.61782648,0.142748157513213,71.88627806
157.59054264,184.71224806,208.41813953,39.9544360345982,2.60770094553828,Subnormal,0.286153174846986,0.335400813589667,0.378446011563347,50.82759689,0.138869921305288,74.53348836
154.10378767,185.82702054,214.99838406,64.9171696464139,3.42897488136702,High,0.277699911658317,0.334866183160871,0.387433905180812,60.89459639,0.164980325378699,90.06595991
146.9942003,175.25334142,200.20541481,46.0417724708847,2.80797431429211,Normal,0.281353944815047,0.335443295381058,0.383202759803894,53.21121451,0.153258276202701,78.1632879
165.95587013,191.40141717,210.19591152,50.4371308974943,2.95258160652756,Normal,0.292405840501012,0.337239606028021,0.370354553470967,44.24004139,0.117612207486935,63.03453574
157.87750857,185.05057586,205.57975425,24.6484379425147,2.10413360830873,Subnormal,0.28783090675593,0.337370886631866,0.374798206612204,47.70224568,0.13124581776104,68.23142407
141.09545015,169.64720198,192.49369645,46.2487725359629,2.81478461643318,Normal,0.280376110644897,0.337112377630709,0.382511511724394,51.3982463,0.154076494465902,74.24474077
141.92683928,168.8580081,188.74320169,48.7348873444335,2.89657779363186,Normal,0.284121861713738,0.338035088148449,0.377843050137813,46.81636241,0.141580296396574,66.701556
164.53485498,191.63807516,214.3465145,47.1935667246777,2.8458683452419,Normal,0.288394824270752,0.335901040640121,0.375704135089127,49.81165952,0.131470332226587,72.52009886
155.5351864,180.78868542,198.25667103,37.0882162413586,2.5134023143407,Subnormal,0.290948087206463,0.338187926661461,0.370863986132076,42.72148463,0.120753159612931,60.18947024
151.74174826,180.48161357,204.3452882,43.5126833352234,2.72476728172885,Normal,0.282800249793789,0.336362576456729,0.380837173749482,52.60353994,0.147726635776894,76.46721457
139.76969841,168.45952828,190.56480674,49.5755735140939,2.92423636861369,Normal,0.28021525728538,0.337733647536988,0.382051095177632,50.79510833,0.153768702748551,72.90038679
161.87239616,189.00492703,208.91405763,42.6785834245783,2.69732539466863,Subnormal,0.289165574366087,0.337634578712412,0.373199846921502,47.04166147,0.126869957057932,66.95079207
152.66942726,177.77029731,195.66091286,38.0252046745544,2.54422923379284,Subnormal,0.290190538460074,0.337901695345604,0.371907766194322,42.9914856,0.123421593379404,60.88210115
156.18654059,182.68345466,203.53006805,40.5092503345522,2.62595433600677,Subnormal,0.287954502880678,0.336805739933991,0.375239757185331,47.34352746,0.131613404337915,68.19014085
151.64051258,176.5984579,193.5643852,37.9477350436868,2.5416804829373,Subnormal,0.29060854233562,0.338438716381695,0.370952741282685,41.92387262,0.121446343576267,58.88979992
155.07507908,183.76141756,206.0621293,49.9832220649408,2.93764800593655,Normal,0.284594366176794,0.337239642039829,0.378165991783378,50.98705022,0.141184704973268,73.28776196
158.89971766,184.57173481,204.08632228,40.1274013315125,2.61339150380676,Subnormal,0.290197171855608,0.337081753417291,0.372721074727101,45.18660462,0.124485791870864,64.70119209
148.94465334,177.05340319,199.88856732,42.784149433101,2.70079851634902,Normal,0.283225787812553,0.336675996612725,0.380098215574722,50.94391398,0.146040889923308,73.77907811
149.89291737,178.22565346,202.94951518,38.6624896680768,2.56519591007973,Subnormal,0.282248023028779,0.335598500747876,0.382153476223345,53.05659781,0.150369096558367,77.78045953
180.12918468,204.36332563,223.05820851,39.1677127057211,2.58181774801823,Subnormal,0.296484193171315,0.33637245303062,0.367143353798065,42.92902383,0.106474122343825,61.62390671
157.08981353,184.2682192,205.15145346,28.7840057329422,2.2401937886138,Subnormal,0.287442061848101,0.337172956474423,0.375384981677476,48.06163993,0.132678533093047,68.94487419
141.63948653,170.38929669,194.20531549,51.6287163081942,2.99178476653959,Normal,0.27979048999451,0.336582022278212,0.383627487727278,52.56582896,0.156518215091713,76.38184776
147.77222662,174.10154276,193.25515824,36.5253339326866,2.49488348638539,Subnormal,0.286864547294476,0.337976637352486,0.375158815353038,45.48293162,0.133370320505703,64.6365471
155.14647308,181.78993501,200.49836026,41.3317690155978,2.65301520061317,Subnormal,0.288679635588746,0.33825488359847,0.373065480812784,45.35188718,0.127520163175387,64.06031243
136.59070369,163.16909146,183.42531587,44.9383887878971,2.77167299112181,Normal,0.282688146995378,0.337694783507611,0.37961706949701,46.83461218,0.146350836574976,67.09083659
149.20555126,177.78448054,200.27472716,46.5648151685028,2.82518241904374,Normal,0.282980321981502,0.337182558702899,0.379837119315599,51.0691759,0.146128920724465,73.55942252
160.90868919,185.18446438,202.22581373,41.9438666879653,2.67315321403406,Subnormal,0.293458185446944,0.337731275815379,0.368810538737678,41.31712454,0.113779120980697,58.35847389
142.06955604,169.59901342,190.80815544,45.9787836358475,2.80590198161938,Normal,0.28273858071391,0.337526108206808,0.379735311079281,48.7385994,0.14641592909091,69.94774142
140.07287732,168.34652652,191.19703564,43.9370446368584,2.73872876855264,Normal,0.280360825327901,0.336951535652459,0.38268763901964,51.12415832,0.154327804367109,73.97466744
154.37864232,181.99809136,204.13630869,44.0232685644203,2.74156553576943,Normal,0.285615017989376,0.3367135981807,0.377671383829924,49.75766637,0.138788260377493,71.8958837
142.07762585,169.44660214,191.61032417,39.9569082170566,2.60778228034116,Subnormal,0.282384950983884,0.336781883519133,0.380833165496984,49.53269832,0.148440176868932,71.69642035
141.44005761,170.58336293,195.3595162,47.5733750428121,2.85836403890852,Normal,0.278763922410892,0.336202403703246,0.385033673885862,53.91945859,0.160093606948617,78.69561186
142.13553638,169.77282166,191.18679281,45.8978163334176,2.80323815736944,Normal,0.282522175258211,0.33745668463145,0.380021140110339,49.05125643,0.147158627353884,70.46522758
154.87832854,187.51020141,219.80857965,61.4717173518955,3.31561950087736,High,0.275487593044004,0.333531066254347,0.390981340701649,64.93025111,0.173292019792361,97.22862935
166.64951802,194.39437475,217.55888023,50.9073020452558,2.96805023728892,Normal,0.288020600309152,0.335972075871818,0.376007323819031,50.90936221,0.132504553367087,74.07386769
149.44076728,174.67917369,192.72133221,40.4293459371754,2.62332548133307,Subnormal,0.289142479586676,0.337974505432279,0.372883014981044,43.28056493,0.12649140566565,61.32272345
146.72225686,173.71199839,193.7618425,41.9233905170502,2.67247954801095,Subnormal,0.285342999493815,0.337832198941459,0.376824801564726,47.03958564,0.138155014370478,67.08942975
152.45825765,180.74076646,205.00206575,43.9005340022403,2.73752756867371,Normal,0.283273780975914,0.335823858154979,0.380902360869106,52.5438081,0.1469920006792,76.80510739
152.03938644,178.6890423,199.30871244,41.9856096794631,2.67452655845433,Subnormal,0.286846665313908,0.337125511435278,0.376027823250814,47.269326,0.134537019413742,67.88899614
149.5860692,174.72881411,192.67418415,39.0722417470699,2.5786767534786,Subnormal,0.289340875107719,0.337973905267385,0.372685219624896,43.08811495,0.125892838938378,61.03348499
155.63495521,183.3577109,204.75464329,44.7039476984553,2.76395987927918,Normal,0.28622662129903,0.337211251863162,0.376562126837809,49.11968808,0.136296075925732,70.51662047
165.15652409,191.69623082,212.38707711,36.9060855190967,2.50741021357828,Subnormal,0.290135220341006,0.336758287170011,0.373106492488983,47.23055302,0.125099598748013,67.92139931
157.73514653,183.12183862,201.47957648,42.624623308107,2.69555010683672,Subnormal,0.290843652612918,0.337653500751682,0.3715028466354,43.74442995,0.121777942684109,62.10216781
137.72101,163.55403253,181.81627986,43.1334924759932,2.71229190246018,Normal,0.285082765135694,0.338557173250077,0.376360061614229,44.09526986,0.137997258095666,62.35751719
159.23667278,187.74698965,210.30240626,48.6376481126479,2.89337862290612,Normal,0.285735965290347,0.336895178613262,0.377368856096391,51.06573348,0.138187640702737,73.62115009
148.82620766,174.71747177,193.37928003,39.3841612166872,2.58893890402901,Subnormal,0.287907907622192,0.337995185883245,0.374096906494562,44.55307237,0.13019391556444,63.21488063
152.24210715,177.25650498,194.43796553,43.1933619590264,2.71426160845197,Normal,0.290573541992319,0.338316721026925,0.371109736980756,42.19585838,0.121714115420036,59.37731893
138.73102558,166.02590911,187.44465318,47.0453850631593,2.84099316857794,Normal,0.28185814308393,0.337312827105,0.38082902981107,48.7136276,0.149347823188998,70.13237167
149.38756327,176.36363922,196.97953409,45.5238598434828,2.79093498885058,Normal,0.285783009905593,0.337389074103181,0.376827915991226,47.59197082,0.137403267177352,68.20786569
154.02737614,181.05449193,203.68380262,41.75591079265,2.66696946507818,Subnormal,0.285889366229917,0.336054247291077,0.378056386479007,49.65642648,0.138817094428341,72.28573717
177.36678201,201.94748983,219.63491774,43.985181085001,2.74031245769653,Normal,0.296129930711443,0.337169652022756,0.366700417265802,42.26813573,0.106468399900094,59.95556364
150.72735335,178.99160548,202.47477518,44.2016121906829,2.74743304107347,Normal,0.283218955274599,0.336327908506786,0.380453136218615,51.74742183,0.146509371405458,75.23059153
144.14146196,171.75761083,193.935095,47.9042093029368,2.86924848606662,Normal,0.282722247872904,0.336889172364663,0.380388579762433,49.79363304,0.147285080893353,71.97111721
156.79862252,182.5255908,201.64792114,36.0514579707594,2.47929296723798,Subnormal,0.289846024465783,0.337402944020763,0.372751031513454,44.84929862,0.125121303059742,63.97162896
154.40616124,180.63972034,199.89141359,32.8054459557467,2.37249917194407,Subnormal,0.288643477720002,0.337683915425253,0.373672606854745,45.48525235,0.128381495052076,64.7369456
159.16714317,184.93358258,204.11905286,34.7184742253393,2.43543780201366,Subnormal,0.290334550813845,0.337334751126447,0.372330698059708,44.95190969,0.123736905451502,64.13737997
154.13256481,179.14912812,196.38053665,40.0454881162324,2.61069655902404,Subnormal,0.291001616128491,0.338232779524524,0.370765604346985,42.24797184,0.120531790863233,59.47938037
151.29745422,180.45460346,207.37255152,43.617659721956,2.72822100485235,Normal,0.280635407173322,0.33471780063569,0.384646792190988,56.0750973,0.156341752593187,82.99304536
142.52304118,170.7069905,194.3249208,44.5938512779704,2.76033770704523,Normal,0.280803173101963,0.33633203590251,0.382864790995527,51.80187962,0.153784156257047,75.41980992
153.19019774,178.94441825,197.98088591,39.4955580964375,2.59260386137279,Subnormal,0.288975133137868,0.33755741457973,0.373467452282402,44.79068817,0.12754662970668,63.82715583
152.03089284,179.35875674,201.00931689,36.5951738428333,2.49718121942921,Subnormal,0.285558204306857,0.336887875514136,0.377553920179007,48.97842405,0.138733273718192,70.6289842
141.29959562,165.83103394,182.86520774,43.4406038911098,2.72239586801751,Normal,0.288368971456158,0.33843355660687,0.373197471936972,41.56561212,0.128223705007972,58.59978592
155.49278982,181.34892105,200.29237266,43.8340760672144,2.73534110261136,Normal,0.289485986065368,0.337623186855301,0.372890827079331,44.79958284,0.125917513051204,63.74303445
131.28066769,157.28443372,175.54846809,39.0004481457116,2.57631474399391,Subnormal,0.282863239339095,0.338892124807827,0.378244635853079,44.2678004,0.14427508746021,62.53183477
146.49653631,175.06440223,198.82869274,45.5376761663468,2.79138954587281,Normal,0.281513173023189,0.33641024283938,0.382076584137432,52.33215643,0.151544549970957,76.09644694
157.9710035,183.58984851,201.42326766,38.8372753530396,2.570946359115,Subnormal,0.290931166819404,0.338112740058728,0.370956093121868,43.45226416,0.120904164720687,61.28568331
