"NBa7we src","d4r55","RfnDt","eaLgGf src","hCCjke src","hCCjke src 2","hCCjke src 3","hCCjke src 4","hCCjke src 5","rsqaWe","wiI7pd","w8nwRe","dSlJg src","dSlJg src 2","znYl0","RfDO5c","RfDO5c 2","znYl0 2","RfDO5c 4"
"https://lh3.googleusercontent.com/a-/ALV-UjW8oT2ZrW0os14NLHwM4ZXR0Cm9hVqGUkhfS9-lpyfQHTM=w36-h36-p-rp-mo-ba4-br100","Brian Ricard Wola","Local Guide · 40 ulasan · 134 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","5 jam lalu","Kurang rasanya kalau berkunjung di Madura, dan belum makan bebek sinjay.
Soal rasa jangan tanya lagi, paling top dah. Sambal cabai & mangga yang luar biasa menggoyang lidah. …","Lainnya","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUSPsB24YOzSjUJBG348BNucKw0JBjXucjiFqgtBACq4Os=w36-h36-p-rp-mo-ba4-br100","Mohammad Iqbal Ramadhan","Local Guide · 134 ulasan · 13 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","14 jam lalu","Sudah tidak serame dulu, tapi bebeknya tetap enak.","Lainnya","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Suka","Layanan","Makan di temp…","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjVhjSq8_aUgaUzvIBzUSFuRW4xHRrUhB-d6DyBdSkWUMDo=w36-h36-p-rp-mo-ba3-br100","Putu Tistha","Local Guide · 27 ulasan · 29 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","22 jam lalu","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXtOQRE_ixNE9jqWVDiX7cwgySxfSnWpMjwOp0lcr0qroKD=w36-h36-p-rp-mo-ba4-br100","Pastika Setyorini","Local Guide · 14 ulasan · 67 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","1 hari lalu","Bebeknya mantapppp. Ukuran bebeknya cukup besar, empuk, gurih sampai ke dalam. Perpaduan nasi+bebek+sambal mangga yang oke. Harganya juga cukup murah, 30rb paket makan dan minum. …","Lainnya","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Suka","","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjUuhnOPauMNOzo8xU4RaF3ODjUwoIxMpeQMjzFTa65WuXA=w36-h36-p-rp-mo-ba5-br100","anggita filans","Local Guide · 111 ulasan · 389 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","2 hari lalu","Pelayanan nya kurang bgttt, gak ramah. Tp ada sih mas mas 1 yg baik bgt mau tolongin fotoin pdhl lg beres2 kerja. Makasih mas. Aku gak tau namamu, tp mudah2 an penuh berkah jalan hidupmu. …","Lainnya","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","","","Suka",""
"https://lh3.googleusercontent.com/a/ACg8ocINltNztNE8T6XXQ7Z_sOB542IKzrTbscktYxINTlKWFg=w36-h36-p-rp-mo-br100","Ayu Ramadhani","2 ulasan · 2 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 hari lalu","","Lainnya","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Suka","5…","5","Bagikan","Layanan:"
"https://lh3.googleusercontent.com/a-/ALV-UjVxuL0eBwi2FV4qUL06NS6dQau1H_FDXBuhGrgUH09aCA=w36-h36-p-rp-mo-br100","Tabah Widodo","22 ulasan · 57 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","2 hari lalu","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU10qNwRL1bdHm-GAZWdsoPLHB1su-0LLnIlH2PSlUFie8=w36-h36-p-rp-mo-ba4-br100","VAN BOUROUGH","Local Guide · 109 ulasan · 6 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 hari lalu","Josss","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Suka","","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjXIdWV1uA8ATTVDqDLl-vqv6YnKmYtw0QkktXPKKfYBow=w36-h36-p-rp-mo-ba5-br100","Wildan Surya Nugraha","Local Guide · 448 ulasan · 733 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 hari lalu","Pengen makan langsung di tempat asalnya. Buka mulainya jam 7 pagi, agar tidak antri kami pagi2 sudah berangkat dari Surabaya. Bener saya masih sepi dan menu nya masih komplit. Harga perpaket 29 ribu sudah termasuk nasi + minum. Bebeknya …","Lainnya","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","","","Suka",""
"https://lh3.googleusercontent.com/a-/ALV-UjUd4K3clO4ZCxr4lOoqEmrtNupqizxDsOgAbWpFUIFw=w36-h36-p-rp-mo-ba5-br100","Andrie Rosseno","Local Guide · 188 ulasan · 623 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","2 hari lalu","","Lainnya","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Suka","4…","4","Bagikan","Layanan:"
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLOOYcZs5UQMu5nsZecEsK_Scrusj2HjcHQBAl--Y32=w36-h36-p-rp-mo-br100","indirawaty batubara","352 ulasan · 254 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 hari lalu","Resto bebek khas madura dgn konsep.sederhana namun rasa mantappp...
Perlu renovasi toilet dan mushalla...
Harusss sabarrr antri di saat ramai pengunjung... …","Lainnya","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","","","Suka",""
"https://lh3.googleusercontent.com/a/ACg8ocIEkbUQDgbjctvttfJ952hY51N6Fti0ckz7xHtkJb_2=w36-h36-p-rp-mo-br100","sugianto jojok","36 ulasan · 38 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","4 hari lalu","","Lainnya","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Suka","5…","5","Bagikan","Layanan:"
"https://lh3.googleusercontent.com/a/ACg8ocKgXwrDoqmsXFpcfbPb_M6o4tFx7uv5-v1jpPMMp5py=w36-h36-p-rp-mo-br100","Santri Sk8","3 ulasan","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","4 hari lalu","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKrs2T-h8zgwdsF7u_a1HCY6MoTBuTAUtIJLwrZRBiH=w36-h36-p-rp-mo-br100","Alfisyahr Yono","1 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","5 hari lalu","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVld56GiIp8e35ZbWaGSLRaH7Lo1-eMst8FkPVkLHmRcDWJ=w36-h36-p-rp-mo-br100","Anggi Puspita","1 ulasan","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","6 hari lalu","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWRfzuyCx8WlnbuePOUGtcQ8Svv6WfBPumOH5jDD81gK5oC=w36-h36-p-rp-mo-ba3-br100","Hendar Sudrajat","Local Guide · 10 ulasan · 9 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","6 hari lalu","","Lainnya","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Suka","4…","5","Bagikan","Layanan:"
"https://lh3.googleusercontent.com/a-/ALV-UjUmCtNmFT6BPE5WjTMjoZuqEXH7QAC2lO-EKigjI95mcMyw=w36-h36-p-rp-mo-ba4-br100","ajeng nurashri","Local Guide · 120 ulasan · 119 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","6 hari lalu","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVACdaKIar50v_AuQsxisXYmyBGldGB9ah9Lr8wQEDwfMk=w36-h36-p-rp-mo-ba5-br100","Biteorbye","Local Guide · 164 ulasan · 1.011 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","6 hari lalu","saya paling suka nasinya yang membuat pengalaman makan secara keseluruhan menjadi sangat menyenangkan. sambal mangga inilah yang membuat keseluruhan hidangan menjadi istimewa. sesuatu yang akan selalu kamu ingat.","Lainnya","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","","","Suka",""
"https://lh3.googleusercontent.com/a/ACg8ocI9IH99yLj3W5niUFxmgnQd6J_rI8kmw1_Xx7aj5dvv=w36-h36-p-rp-mo-ba3-br100","vierzuba","Local Guide · 13 ulasan · 20 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","seminggu lalu","","Lainnya","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Suka","Makan di tempat…","Layanan","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjXs4cSxKEdyl4FDpaNoTKejwlaEaz5whekBa4n0BYLkqZM=w36-h36-p-rp-mo-br100","Saenabahmet","5 ulasan · 6 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","seminggu lalu","","Lainnya","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Suka","5…","5","Bagikan","Layanan:"
"https://lh3.googleusercontent.com/a/ACg8ocIjvrGiLN7DVHcpiMTaV3LYnhXhAjItnsYKPVSdzNxN=w36-h36-p-rp-mo-ba6-br100","Nungky Surya","Local Guide · 676 ulasan · 1.026 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","seminggu lalu","Hidangan bebek yang sangat lezat. Dipadukan dengan bumbu yang pas dan disajikan hangat-hangat semua serta ditambah lalapan. Sangat direkomendasikan bagi anda yang menyukai olahan bebek goreng. Tersedia juga tempat parkir yang sangat luas …","Lainnya","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","","","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjUq10rHqF72jalblVNu59Csd0GxGGLpHnuPF8vklsTp2sM=w36-h36-p-rp-mo-ba3-br100","Titin Wahyuni","Local Guide · 25 ulasan · 31 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","seminggu lalu","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXafdpAxFLvjgrRUsEteqBkYS6ftOjEl8i6gmHTs2S78f0=w36-h36-p-rp-mo-ba5-br100","Evi Vitria","Local Guide · 75 ulasan · 313 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","seminggu lalu","Waktu datang ke sini, tidak antri lama. Tempat duduknya banyak, udara terbuka jadi ga pengap, arenya juga luas.
Lokasinya pinggir jalan utama. …","Lainnya","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocL-tM8f47xJ0rSlSSMEDiNrxlTW0D0Tb3mixEvcb7Xa=w36-h36-p-rp-mo-br100","riski handayani","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","seminggu lalu","","Lainnya","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Suka","5…","5","Bagikan","Layanan:"
"https://lh3.googleusercontent.com/a-/ALV-UjW6RsJHOPnuYdTF04YbdQUCFYWywHjgX6BjxmYsR7UTr5A=w36-h36-p-rp-mo-br100","Risken Akbar","4 ulasan · 1 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","seminggu lalu","","Lainnya","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Suka","4…","5","Bagikan","Layanan:"
"https://lh3.googleusercontent.com/a-/ALV-UjUAtD2eQ7s8SWlE7V5lemOC339QoGXH-dNPprW8fdXIDoRD=w36-h36-p-rp-mo-ba3-br100","Azka Fazzura","Local Guide · 30 ulasan · 88 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","seminggu lalu","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUjsfW02JlxD1Y94dihC4p-8RBCGuggwqy_GEa7BrRJQis=w36-h36-p-rp-mo-ba3-br100","Bibid Bagas","Local Guide · 34 ulasan · 35 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","seminggu lalu","Bebeknya enak, empuk bangettt,,,

sambel Pencitnya enak pas dikombinasikan dengan nasi hangat, dan lalapan, sayang …","Lainnya","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","","","Suka",""
"https://lh3.googleusercontent.com/a/ACg8ocIewwyLh04dmA4gO50uInCAPCKVDwZD1iUq-ee9fEBY=w36-h36-p-rp-mo-br100","ABD GAFFAR","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","seminggu lalu","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIZwccIpBnO3hnwqM8UF-i1SQigdRodX1z-q97FInok=w36-h36-p-rp-mo-br100","Reyna Reyna","7 ulasan · 59 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","seminggu lalu","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocI32_yE-SK2YitbIBZI3Edhbx9KvIEpR0reoNrC_9Nw=w36-h36-p-rp-mo-ba2-br100","Carlos Manuel","Local Guide · 15 ulasan · 2 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","seminggu lalu","","Lainnya","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Suka","Makan di tempat…","Layanan","Bagikan",""
